Exchange,Symbol,Segment,SecurityType,PrimaryExch,LotSize,Restriction,OutstandingShares,ADV,MaxShares,MaxGrossShares,OddLot,MaxLots,MktPriceTick,MktPriceTolerance,PriceRangePct,BidPriceRangePct,AskPriceRangePct,RIC,QUIK,ISIN,BSYM,CUSIP,SEDOL,Currency,ClosePrice,BasePrice,PriceMult,ContractMult,Last,Bid,Ask,MinPrice,MaxPrice,MovingAvgPx,SettlePx,IAP,TrdStatus,MktCode,Tick,TickSize,Flags,Attributes,MovingAvgWindow,MovingAvgFreq,Partition,TickGroup,DerType,Underlying,OptionType,ExerciseStyle,StrikePrice,MaturityYearMonth,MaturityDay,ShortOptionMin,ContractValueFactor,Delta,MaxIntraGrossShares,MaxFutIntraGrossShares,ExposureMarginPct,FutureExtremeLossMarginPct,OptionExtremeLossMarginPct,SpreadExtremeLossMarginPct,RiskArray0,RiskArray1,RiskArray2,RiskArray3,RiskArray4,RiskArray5,RiskArray6,RiskArray7,RiskArray8,RiskArray9,RiskArray10,RiskArray11,RiskArray12,RiskArray13,RiskArray14,RiskArray15,ExecExchange,TrackedPrice,SharedAvail,SharedUsed
"T","7957","","CS","T",1000,,,3500,,,Y,178,Y,Y,,,,"7957.T","","JP3813400003","7957 JT","359992302","6356815","",,160,,,,,,110,210,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6262","","CS","T",100,,,54750,,,Y,2482,Y,Y,,,,"6262.T","","JP3836300008","6262 JT","9JE01FZM5","B0WWM74","",,512,,,,,,324,484,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1952","","CS","T",100,,,10600,,,Y,2528,Y,Y,,,,"1952.T","","JP3380250005","1952 JT","824990899","6805920","",,1038,,,,,,749,1349,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9036","","CS","T",100,,,2536,,,Y,574,Y,Y,,,,"9036.T","","JP3598000002","9036 JT","8899905N3","6186357","",,1092,,,1092,1092,,792,1392,,,,,,"D",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3835","","CS","T",100,,,9564,,,Y,589,Y,Y,,,,"3835.T","","JP3130790003","3835 JT","9JE022MF2","B1HTYM6","",,1149,,,,,,865,1465,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8379","","CS","T",1000,,,1162000,,,Y,6252,Y,Y,,,,"8379.T","","JP3797000001","8379 JT","062990122","6075723","",,396,,,,,,305,465,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8289","","CS","T",100,,,10193,,,Y,2335,Y,Y,,,,"8289.T","","JP3201400003","8289 JT","678118126","6658599","",,527,,,,,,454,654,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5237","","CS","T",1000,,,26929,,,Y,241,Y,Y,,,,"5237.T","","JP3761400005","5237 JT","670990134","6650636","",,437,,,,,,377,537,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4047","","CS","T",1000,,,1268143,,,Y,575,Y,Y,,,,"4047.T","","JP3232600001","4047 JT","485990113","6483627","",,921,,,,,,754,1054,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2195","","CS","T",100,,,2192,,,Y,116,Y,Y,,,,"2195.T","","JP3124440003","2195 JT","9JE05EDX4","B4PY402","",,629,,,,,,595,795,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8686","","CS","T",50,,,2267,,,Y,10000,Y,Y,,,,"8686.T","","","8686 JT","9JE008JZ1","6028824","",,7650,,,,,,6000,9000,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9983","","CS","T",100,,,660029,,,Y,1328,Y,Y,,,,"9983.T","","JP3802300008","9983 JT","311990162","6332439","",,30120,,,,,,23660,33660,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6745","","CS","T",100,,,17236,,,Y,2917,Y,Y,,,,"6745.T","","JP3837400005","6745 JT","434143103","6430065","",,1286,,,,,,1014,1614,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4348","","CS","T",100,,,81129,,,Y,2880,Y,Y,,,,"4348.T","","JP3153450006","4348 JT","9JE0099Q0","6506739","",,1580,,,,,,1303,2103,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9778","","CS","T",1000,,,2000,,,Y,69,Y,Y,,,,"9778.T","","JP3399750003","9778 JT","9JE008GY7","6847869","",,395,,,,,,303,463,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9308","","CS","T",100,,,9536,,,Y,2607,Y,Y,,,,"9308.T","","JP3146800002","9308 JT","461990244","6465904","",,867,,,,,,740,1040,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6281","","CS","T",1000,,,3714,,,Y,161,Y,Y,,,,"6281.T","","JP3861400004","6281 JT","559991203","6554664","",,289,,,,,,220,380,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9799","","CS","T",1000,,,3364,,,Y,82,Y,Y,,,,"9799.T","","JP3113400000","9799 JT","6439905A8","6055521","",,888,,,,,,735,1035,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4093","","CS","T",100,,,3438,,,Y,700,Y,Y,,,,"4093.T","","JP3599400003","4093 JT","889990909","6895244","",,721,,,,,,605,905,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1929","","CS","T",100,,,140514,,,Y,4391,Y,Y,,,,"1929.T","","JP3684800000","1929 JT","9EQ1AKS71","6643175","",,425,,,,,,326,486,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9706","","CS","T",100,,,329364,,,Y,8447,Y,Y,,,,"9706.T","","JP3699400002","9706 JT","471993204","6472175","",,3620,,,,,,3080,4480,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1587","","CS","T",1,,,86,,,Y,396039,Y,Y,,,,"1587.T","","JP5841350001","1587 JT","9JE0C6033","BH36B11","",,10100,,,,,,7350,13350,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6286","","CS","T",100,,,763,,,Y,648,Y,Y,,,,"6286.T","","JP3414800007","6286 JT","9935555N7","6792914","",,545,,,,,,440,640,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8562","","CS","T",1000,,,461429,,,Y,2300,Y,Y,,,,"8562.T","","JP3805100009","8562 JT","359990801","6887809","",,87,,,,,,55,115,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3645","","CS","T",100,,,335979,,,Y,538,Y,Y,,,,"3645.T","","JP3752400006","3645 JT","9JE07EE11","B3S80G2","",,600,,,,,,560,860,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3691","","CS","T",100,,,98007,,,Y,273,Y,Y,,,,"3691.T","","JP3969570005","3691 JT","9JE06DAN0","BQ25CH5","",,2780,,,,,,2337,3340,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1571","","CS","T",1,,,135008,,,Y,56500,Y,Y,,,,"1571.T","","JP3047470004","1571 JT","9JE095G57","B7FCLW8","",,2535,,,2580,,,1985,2985,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4503","","CS","T",100,,,6122507,,,Y,26640,Y,Y,,,,"4503.T","","JP3942400007","4503 JT","984990127","6985383","",,1540,,,1572.5,1496.5,,1100,1900,,,,,,"U",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3678","","CS","T",100,,,108614,,,Y,993,Y,Y,,,,"3678.T","","JP3921230003","3678 JT","9JE0GLB83","BFTRL36","",,1850,,,,,,1429,2229,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3947","","CS","T",1000,,,5818,,,Y,516,Y,Y,,,,"3947.T","","JP3494200003","3947 JT","9EQ0S80N6","6251051","",,257,,,,,,192,352,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2150","","CS","T",100,,,5307,,,Y,552,Y,Y,,,,"2150.T","","JP3277550004","2150 JT","9JE029NM1","B1VPZK5","",,734,,,,,,584,884,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2305","","CS","T",100,,,85150,,,Y,1718,Y,Y,,,,"2305.T","","JP3399240005","2305 JT","9JE009DC6","6528164","",,2707,,,,,,2152,3155,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4763","","CS","T",100,,,45493,,,Y,2260,Y,Y,,,,"4763.T","","JP3269700005","4763 JT","9JE0089O7","6258870","",,498,,,,,,396,556,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1971","","CS","T",1000,,,93214,,,Y,206,Y,Y,,,,"1971.T","","JP3518200005","1971 JT","171991177","6196464","",,111,,,,,,71,171,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4680","","CS","T",100,,,771129,,,Y,9545,Y,Y,,,,"4680.T","","JP3966800009","4680 JT","7799910N9","6248365","",,743,,,,,,560,860,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3192","","CS","T",100,,,3921,,,Y,385,Y,Y,,,,"3192.T","","JP3370200002","3192 JT","9JE0GR3H9","BKXLDF5","",,548,,,,,,450,650,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8697","","CS","T",100,,,1747514,,,Y,28964,Y,Y,,,,"8697.T","","JP3183200009","8697 JT","9JE00ASR4","6743882","",,1381,,,,,,1150,1950,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2397","","CS","T",100,,,15707,,,Y,423,Y,Y,,,,"2397.T","","JP3548590003","2397 JT","9JE00AMV1","6741325","",,542,,,,,,456,656,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7860","","CS","T",100,,,163714,,,Y,4500,Y,Y,,,,"7860.T","","JP3160950006","7860 JT","054990353","6129073","",,1319,,,,,,993,1593,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3399","","CS","T",100,,,4971,,,Y,246,Y,Y,,,,"3399.T","","JP3876450002","3399 JT","9JE01FZ78","B0WHYX9","",,1509,,,,,,1149,1749,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9828","","CS","T",100,,,3707,,,Y,888,Y,Y,,,,"9828.T","","JP3282800006","9828 JT","379990187","6366847","",,2220,,,,,,1690,2690,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6381","","CS","T",100,,,98114,,,Y,4174,Y,Y,,,,"6381.T","","JP3122450004","6381 JT","465990315","6468141","",,1032,,,,,,812,1412,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8032","","CS","T",1000,,,90571,,,Y,1502,Y,Y,,,,"8032.T","","JP3694000005","8032 JT","471990275","6470306","",,336,,,,,,254,414,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8237","","CS","T",100,,,191643,,,Y,5329,Y,Y,,,,"8237.T","","JP3869200000","8237 JT","576990121","6572741","",,856,,,,,,674,974,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7521","","CS","T",100,,,28507,,,Y,795,Y,Y,,,,"7521.T","","JP3912600008","7521 JT","9JE008CS4","6574424","",,1596,,,,,,1289,2089,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2705","","CS","T",100,,,7086,,,Y,719,Y,Y,,,,"2705.T","","JP3188300002","2705 JT","9JE009287","6381981","",,1981,,,,,,1563,2363,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1593","","CS","T",1,,,8966,,,Y,91270,Y,Y,,,,"1593.T","","JP3047690007","1593 JT","9JE0C20B4","BJ59XZ0","",,12280,,,,,,9660,15660,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2398","","CS","T",100,,,283557,,,Y,3623,Y,Y,,,,"2398.T","","JP3532800004","2398 JT","9JE00AUS9","B00CSV2","",,1581,,,,,,1125,1725,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4564","","CS","T",100,,,1122400,,,Y,14701,Y,Y,,,,"4564.T","","JP3202150003","4564 JT","9JE00ABC5","6711403","",,297,,,,,,230,390,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4401","","CS","T",100,,,247821,,,Y,10365,Y,Y,,,,"4401.T","","JP3114800000","4401 JT","043990241","6054904","",,1453,,,,,,1199,1799,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7298","","CS","T",100,,,10514,,,Y,2404,Y,Y,,,,"7298.T","","JP3933000006","7298 JT","983991019","6984711","",,903,,,,,,757,1057,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2608","","CS","T",1000,,,5846,,,Y,160,Y,Y,,,,"2608.T","","JP3855400002","2608 JT","101990190","6113009","",,143,,,,,,94,194,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3266","","CS","T",100,,,204800,,,Y,3746,Y,Y,,,,"3266.T","","JP3802920003","3266 JT","9JE05MYD7","B3V9NK7","",,175,,,,,,129,229,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7596","","CS","T",100,,,6107,,,Y,1462,Y,Y,,,,"7596.T","","JP3155800000","7596 JT","9031961T0","6133706","",,1313,,,,,,1000,1600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3724","","CS","T",100,,,141614,,,Y,521,Y,Y,,,,"3724.T","","JP3835640008","3724 JT","9JE00AB01","6710682","",,4245,,,,,,4035,5440,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1963","","CS","T",1000,,,1612214,,,Y,2493,Y,Y,,,,"1963.T","","JP3667600005","1963 JT","466990116","6473468","",,1604,,,,,,1321,2121,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7872","","CS","T",100,,,3021,,,Y,1145,Y,Y,,,,"7872.T","","JP3163000007","7872 JT","J1323H100","6297215","",,621,,,,,,522,722,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3185","","CS","T",100,,,5750,,,Y,530,Y,Y,,,,"3185.T","","JP3952880007","3185 JT","9JE06KO33","BBH5QQ2","",,700,,,700,,,590,790,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9934","","CS","T",100,,,39171,,,Y,2787,Y,Y,,,,"9934.T","","JP3146200005","9934 JT","453990228","6459219","",,3675,,,,,,2885,4285,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2413","","CS","T",100,,,1093529,,,Y,11695,Y,Y,,,,"2413.T","","JP3435750009","2413 JT","9JE00KV64","B02K2M3","",,3310,,,3315,3315,3320,2590,3990,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2502","","CS","T",100,,,1112293,,,Y,10943,Y,Y,,,,"2502.T","","JP3116000005","2502 JT","043990134","6054409","",,3655,,,,4329,4329,2929,4329,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1641","","CS","T",1,,,2,,,Y,190,Y,Y,,,,"1641.T","","JP3046880005","1641 JT","9JE0415J3","B3BBDL4","",,27200,,,,,,22950,32950,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2590","","CS","T",100,,,29607,,,Y,1656,Y,Y,,,,"2590.T","","JP3488400007","2590 JT","9JE0090G1","6374992","",,5690,,,,,,4650,6650,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8920","","CS","T",100,,,53057,,,Y,1915,Y,Y,,,,"8920.T","","JP3594400008","8920 JT","9JE00AHY1","6727671","",,4245,,,,,,3145,4545,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6905","","CS","T",100,,,42100,,,Y,3721,Y,Y,,,,"6905.T","","JP3283700007","6905 JT","670990639","6199742","",,1201,,,,,,839,1439,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8914","","CS","T",100,,,207364,,,Y,12576,Y,Y,,,,"8914.T","","JP3167620008","8914 JT","9JE00A0C7","6654092","",,118,,,,,,63,163,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8346","","CS","T",1000,,,205643,,,Y,2525,Y,Y,,,,"8346.T","","JP3601000007","8346 JT","890990260","6893806","",,427,,,427,,,267,427,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1592","","CS","T",1,,,4699,,,Y,634840,Y,Y,,,,"1592.T","","JP3047680008","1592 JT","9JE0AK489","BJ2N140","",,1105,,,,,,808,1408,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6473","","CS","T",100,,,961579,,,Y,28050,Y,Y,,,,"6473.T","","JP3292200007","6473 JT","500990163","6497082","",,1236,,,1236,1235,1236,1163,1763,,,,,,"D",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4658","","CS","T",100,,,30821,,,Y,3578,Y,Y,,,,"4658.T","","JP3699500009","4658 JT","6549904Q0","6631664","",,512,,,,,,431,631,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1479","","CS","T",1,,,2425,,,Y,19100,Y,Y,,,,"1479.T","","JP3048220002","1479 JT","9JE06EFA1","BYVFCM7","",,15980,,,,,,12530,20530,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8073","","CS","T",100,,,827479,,,Y,1945,Y,Y,,,,"8073.T","","JP3346450004","8073 JT","007990146","6007511","",,48,,,,,,51,151,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8225","","CS","T",1000,,,29714,,,Y,72,Y,Y,,,,"8225.T","","JP3457700007","8225 JT","8749901B0","6878137","",,202,,,202,,,122,282,,,,,,"D",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8355","","CS","T",1000,,,1451429,,,Y,5012,Y,Y,,,,"8355.T","","JP3351200005","8355 JT","824882104","6805328","",,798,,,,,,626,926,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9358","","CS","T",100,,,18536,,,Y,4344,Y,Y,,,,"9358.T","","JP3157600002","9358 JT","917990129","6919304","",,325,,,,,,225,385,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4957","","CS","T",100,,,983,,,Y,1084,Y,Y,,,,"4957.T","","JP3932900008","4957 JT","985088137","6987486","",,635,,,,,,559,759,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4102","","CS","T",1000,,,3000,,,Y,117,Y,Y,,,,"4102.T","","JP3872800002","4102 JT","573990348","6569691","",,239,,,,,,148,308,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4714","","CS","T",100,,,123807,,,Y,5207,Y,Y,,,,"4714.T","","JP3974300000","4714 JT","7679902T0","6187491","",,393,,,,,,328,488,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7282","","CS","T",100,,,336786,,,Y,13000,Y,Y,,,,"7282.T","","JP3634200004","7282 JT","892990177","6900557","",,2044,,,,,,1600,2600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3355","","CS","T",100,,,29243,,,Y,1115,Y,Y,,,,"3355.T","","JP3270810009","3355 JT","9JE00QDU8","B03VK87","",,1302,,,,,,754,1354,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7277","","CS","T",100,,,52514,,,Y,2942,Y,Y,,,,"7277.T","","JP3588200000","7277 JT","889990966","6894100","",,369,,,,,,285,445,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7500","","CS","T",100,,,3264,,,Y,343,Y,Y,,,,"7500.T","","JP3657530006","7500 JT","9JE008I41","6637770","",,1499,,,,,,1171,1771,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4924","","CS","T",100,,,106493,,,Y,4718,Y,Y,,,,"4924.T","","JP3638700009","4924 JT","9JE009PK5","6591940","",,2362,,,,,,1699,2699,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2538","","CS","T",1000,,,6055357,,,Y,1165,Y,Y,,,,"2538.T","","JP3873700003","2538 JT","171991250","6196602","",,39,,,,,,9,69,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7238","","CS","T",100,,,269879,,,Y,13599,Y,Y,,,,"7238.T","","JP3108400007","7238 JT","009990250","6011200","",,255,,,,,,152,312,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2687","","CS","T",1000,,,73571,,,Y,506,Y,Y,,,,"2687.T","","JP3346250008","2687 JT","9JE008SY4","6309411","",,84,,,,,,58,118,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8418","","CS","T",1000,,,1488071,,,Y,2643,Y,Y,,,,"8418.T","","JP3935300008","8418 JT","9JE01WM67","B1DGKS9","",,1060,,,,,,780,1380,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9603","","CS","T",100,,,586464,,,Y,6852,Y,Y,,,,"9603.T","","JP3160740001","9603 JT","433990A99","6400433","",,3065,,,,,,2210,3210,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1620","","CS","T",1,,,9,,,Y,460,Y,Y,,,,"1620.T","","JP3046590000","1620 JT","9JE03P494","B2QGRW6","",,17130,,,,,,13500,21500,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3036","","CS","T",100,,,18279,,,Y,1287,Y,Y,,,,"3036.T","","JP3126210008","3036 JT","9JE01KYG8","B121L60","",,1505,,,,,,1162,1962,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7514","","CS","T",100,,,5929,,,Y,1232,Y,Y,,,,"7514.T","","JP3793500004","7514 JT","432899094","6433611","",,1015,,,,,,716,1316,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7898","","CS","T",1000,,,15714,,,Y,492,Y,Y,,,,"7898.T","","JP3390600009","7898 JT","482990108","6479875","",,243,,,,,,172,332,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9635","","CS","T",1000,,,3875,,,Y,105,Y,Y,,,,"9635.T","","JP3913200006","9635 JT","627990120","6611462","",,229,,,,,,147,307,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4061","","CS","T",1000,,,1961643,,,Y,4659,Y,Y,,,,"4061.T","","JP3549600009","4061 JT","248990160","6309820","",,463,,,,,,400,600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2791","","CS","T",100,,,16343,,,Y,1441,Y,Y,,,,"2791.T","","JP3483050005","2791 JT","9JE00ACS9","6713186","",,4810,,,,,,4150,5550,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7611","","CS","T",100,,,18607,,,Y,2408,Y,Y,,,,"7611.T","","JP3765180009","7611 JT","865000004","6173854","",,2608,,,,,,2053,3055,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4218","","CS","T",1000,,,115357,,,Y,414,Y,Y,,,,"4218.T","","JP3662400005","4218 JT","653990176","6638427","",,806,,,,,,589,789,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9049","","CS","T",1000,,,6077,,,Y,200,Y,Y,,,,"9049.T","","JP3281000004","9049 JT","487990277","6487414","",,276,,,,,,209,369,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
