Exchange,Symbol,Segment,SecurityType,PrimaryExch,LotSize,Restriction,OutstandingShares,ADV,MaxShares,MaxGrossShares,OddLot,MaxLots,MktPriceTick,MktPriceTolerance,PriceRangePct,BidPriceRangePct,AskPriceRangePct,RIC,QUIK,ISIN,BSYM,CUSIP,SEDOL,Currency,ClosePrice,BasePrice,PriceMult,ContractMult,Last,Bid,Ask,MinPrice,MaxPrice,MovingAvgPx,SettlePx,IAP,TrdStatus,MktCode,Tick,TickSize,Flags,Attributes,MovingAvgWindow,MovingAvgFreq,Partition,TickGroup,DerType,Underlying,OptionType,ExerciseStyle,StrikePrice,MaturityYearMonth,MaturityDay,ShortOptionMin,ContractValueFactor,Delta,MaxIntraGrossShares,MaxFutIntraGrossShares,ExposureMarginPct,FutureExtremeLossMarginPct,OptionExtremeLossMarginPct,SpreadExtremeLossMarginPct,RiskArray0,RiskArray1,RiskArray2,RiskArray3,RiskArray4,RiskArray5,RiskArray6,RiskArray7,RiskArray8,RiskArray9,RiskArray10,RiskArray11,RiskArray12,RiskArray13,RiskArray14,RiskArray15,ExecExchange,TrackedPrice,SharedAvail,SharedUsed
"T","2678","","CS","T",100,,,168936,,,Y,5525,Y,Y,,,,"2678.T","","JP3119920001","2678 JT","9JE008RE9","6294498","",,3930,,,,,,3445,4845,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3329","","CS","T",100,,,3414,,,Y,409,Y,Y,,,,"3329.T","","JP3622800005","3329 JT","9JE00GSG5","B01H173","",,1919,,,,,,1521,2321,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6273","","CS","T",100,,,181057,,,Y,1460,Y,Y,,,,"6273.T","","JP3162600005","6273 JT","784990301","6763965","",,27385,,,,,,22510,32510,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3593","","CS","T",100,,,45250,,,Y,1634,Y,Y,,,,"3593.T","","JP3840800001","3593 JT","434990669","6439040","",,6870,,,,,,5780,7780,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8871","","CS","T",100,,,190357,,,Y,3578,Y,Y,,,,"8871.T","","JP3306800008","8871 JT","380990176","6123343","",,1868,,,,,,1444,2244,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1981","","CS","T",100,,,900,,,Y,1180,Y,Y,,,,"1981.T","","JP3254800000","1981 JT","9JE008EI4","6499549","",,497,,,,,,401,561,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5974","","CS","T",100,,,6707,,,Y,342,Y,Y,,,,"5974.T","","JP3521400006","5974 JT","171990203","6195944","",,697,,,,,,582,782,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1475","","CS","T",1,,,190958,,,Y,321139,Y,Y,,,,"1475.T","","JP3048120004","1475 JT","9JE0PAEO9","BZ1FCR9","",,1353,,,,,,1094,1694,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2286","","CS","T",1000,,,228571,,,Y,891,Y,Y,,,,"2286.T","","JP3772200006","2286 JT","420990111","6416106","",,92,,,,,,63,123,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2531","","CS","T",100,,,462464,,,Y,21770,Y,Y,,,,"2531.T","","JP3459600007","2531 JT","874990146","6870382","",,954,,,,,,842,1142,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9639","","CS","T",1000,,,11250,,,Y,233,Y,Y,,,,"9639.T","","JP3328200005","9639 JT","801990094","6860394","",,884,,,,,,732,1032,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7908","","CS","T",100,,,59014,,,Y,5477,Y,Y,,,,"7908.T","","JP3242600009","7908 JT","494990161","6491545","",,164,,,,,,119,219,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8710","","CS","T",1,,,553,,,Y,10000,Y,Y,,,,"8710.T","","","8710 JT","9JE031GN3","B28Y9V1","",,6160,,,6160,,,4160,6160,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8245","","CS","T",1000,,,40286,,,Y,1303,Y,Y,,,,"8245.T","","JP3872000009","8245 JT","573990207","6569486","",,90,,,,,,60,120,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6703","","CS","T",1000,,,4959571,,,Y,8721,Y,Y,,,,"6703.T","","JP3194000000","6703 JT","678990110","6657682","",,153,,,,,,111,211,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8133","","CS","T",100,,,87107,,,Y,11688,Y,Y,,,,"8133.T","","JP3144000001","8133 JT","9FI570G38","6467825","",,919,,,,,,787,1087,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2533","","CS","T",1000,,,70786,,,Y,655,Y,Y,,,,"2533.T","","JP3307400006","2533 JT","380990267","6374301","",,207,,,,,,127,287,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6098","","CS","T",100,,,3281121,,,Y,10680,Y,Y,,,,"6098.T","","JP3970300004","6098 JT","9JE0EKFW0","BQRRZ00","",,3745,,,,,,2895,4295,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2229","","CS","T",100,,,619971,,,Y,10126,Y,Y,,,,"2229.T","","JP3220580009","2229 JT","9JE069SQ3","B3TBRZ8","",,3950,,,,,,3435,4835,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2703","","CS","T",100,,,23986,,,Y,1245,Y,Y,,,,"2703.T","","JP3754450009","2703 JT","9JE0090C0","6374367","",,222,,,,,,146,306,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5212","","CS","T",100,,,1000,,,Y,214,Y,Y,,,,"5212.T","","JP3808400000","5212 JT","9JE008GA9","6356213","",,400,,,,,,320,480,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5008","","CS","T",1000,,,52786,,,Y,1244,Y,Y,,,,"5008.T","","JP3556800005","5008 JT","888990181","6894542","",,122,,,,,,71,171,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8129","","CS","T",100,,,370821,,,Y,7827,Y,Y,,,,"8129.T","","JP3602600003","8129 JT","889992152","6895556","",,2725,,,,,,2194,3195,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3226","","CS","T",1,,,1157,,,Y,4850,Y,Y,,,,"3226.T","","JP3046440008","3226 JT","9JE01SLB6","B182BB2","",,460000,,,,,,395500,536000,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5715","","CS","T",1000,,,1568429,,,Y,4044,Y,Y,,,,"5715.T","","JP3826800009","5715 JT","361990112","6357603","",,165,,,,,,121,221,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3653","","CS","T",100,,,467493,,,Y,526,Y,Y,,,,"3653.T","","JP3927550008","3653 JT","9JE092LZ2","B691CG5","",,9650,,,9650,,,8000,11000,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8233","","CS","T",1000,,,2160786,,,Y,3555,Y,Y,,,,"8233.T","","JP3456000003","8233 JT","874990187","6870401","",,755,,,,,,619,919,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9734","","CS","T",100,,,4900,,,Y,262,Y,Y,,,,"9734.T","","JP3417800004","9734 JT","9JE008HC4","6793650","",,689,,,,,,530,730,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9444","","CS","T",100,,,3643,,,Y,638,Y,Y,,,,"9444.T","","JP3552420006","9444 JT","9JE008R41","6289836","",,548,,,,,,441,641,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2004","","CS","T",1000,,,88786,,,Y,1648,Y,Y,,,,"2004.T","","JP3366400004","2004 JT","825386105","6805607","",,485,,,,,,400,600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7958","","CS","T",100,,,34307,,,Y,2781,Y,Y,,,,"7958.T","","JP3547800007","7958 JT","880990221","6884231","",,1666,,,,,,1246,2046,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1680","","CS","T",10,,,3974,,,Y,6000,Y,Y,,,,"1680.T","","JP3047120005","1680 JT","9JE06EOZ6","B5M1BV3","",,1895,,,,,,1460,2260,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6977","","CS","T",1000,,,91071,,,Y,124,Y,Y,,,,"6977.T","","JP3730600008","6977 JT","471990374","6470469","",,127,,,,,,71,171,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7776","","CS","T",100,,,54064,,,Y,921,Y,Y,,,,"7776.T","","JP3423530009","7776 JT","9JE06TYO7","B628GM7","",,628,,,,,,560,760,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6265","","CS","T",1000,,,2556,,,Y,82,Y,Y,,,,"6265.T","","JP3910200009","6265 JT","9JE00O9P9","B02TGG2","",,250,,,,,,169,329,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2597","","CS","T",100,,,3650,,,Y,1386,Y,Y,,,,"2597.T","","JP3950820005","2597 JT","904589009","6155852","",,888,,,,,,735,1035,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5911","","CS","T",100,,,350514,,,Y,4556,Y,Y,,,,"5911.T","","JP3955200005","5911 JT","986990182","6986405","",,1079,,,,,,713,1313,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7914","","CS","T",1000,,,29143,,,Y,902,Y,Y,,,,"7914.T","","JP3252800002","7914 JT","501990550","6498308","",,326,,,,,,252,412,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6417","","CS","T",100,,,369093,,,Y,8959,Y,Y,,,,"6417.T","","JP3326410002","6417 JT","801990AU6","6775432","",,4110,,,,,,3460,4860,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3288","","CS","T",100,,,626914,,,Y,5740,Y,Y,,,,"3288.T","","JP3173540000","3288 JT","9JE0E9L08","BD3D170","",,2938,,,,,,2188,3190,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3153","","CS","T",100,,,11071,,,Y,2178,Y,Y,,,,"3153.T","","JP3931700003","3153 JT","9JE05UXA6","B4YRGK6","",,527,,,,,,432,632,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5906","","CS","T",100,,,2245,,,Y,1559,Y,Y,,,,"5906.T","","JP3167450000","5906 JT","9JE008GH4","6550305","",,294,,,,,,213,373,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6715","","CS","T",1000,,,26786,,,Y,239,Y,Y,,,,"6715.T","","JP3646800007","6715 JT","629990359","6620877","",,317,,,,,,238,398,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1954","","CS","T",1000,,,125500,,,Y,866,Y,Y,,,,"1954.T","","JP3703200000","1954 JT","9EQ270QM6","6642343","",,375,,,,,,278,438,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7613","","CS","T",100,,,68629,,,Y,2520,Y,Y,,,,"7613.T","","JP3346700002","7613 JT","826990004","6174556","",,3680,,,,,,2785,4185,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2651","","CS","T",100,,,296307,,,Y,4484,Y,Y,,,,"2651.T","","JP3982100004","2651 JT","5209901N2","6266914","",,8920,,,,,,7220,10220,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5210","","CS","T",1000,,,92357,,,Y,1114,Y,Y,,,,"5210.T","","JP3752800007","5210 JT","984990176","6985349","",,167,,,172,,,112,212,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4814","","CS","T",100,,,78436,,,Y,1169,Y,Y,,,,"4814.T","","JP3758030005","4814 JT","9JE008S32","6296966","",,179,,,,,,127,227,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1865","","CS","T",100,,,29700,,,Y,5910,Y,Y,,,,"1865.T","","JP3303400000","1865 JT","501990501","6496603","",,703,,,,,,550,850,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8897","","CS","T",100,,,919957,,,Y,12600,Y,Y,,,,"8897.T","","JP3460800000","8897 JT","9JE0096J9","6416355","",,777,,,,,,578,878,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3694","","CS","T",100,,,22793,,,Y,661,Y,Y,,,,"3694.T","","JP3197690005","3694 JT","9JE06DEM8","BRG9JP7","",,4915,,,,,,4110,6110,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2323","","CS","T",100,,,4257,,,Y,286,Y,Y,,,,"2323.T","","JP3758080000","2323 JT","9JE009EV3","6543349","",,288,,,,,,227,387,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6804","","CS","T",100,,,368514,,,Y,6971,Y,Y,,,,"6804.T","","JP3845800006","6804 JT","441990140","6439813","",,715,,,,,,585,885,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3242","","CS","T",100,,,145500,,,Y,2497,Y,Y,,,,"3242.T","","JP3100230006","3242 JT","9JE0296I9","B1SM877","",,321,,,,,,236,396,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1820","","CS","T",1000,,,2375929,,,Y,2779,Y,Y,,,,"1820.T","","JP3659200004","1820 JT","654990233","6640983","",,458,,,,,,378,538,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4004","","CS","T",1000,,,9283286,,,Y,14971,Y,Y,,,,"4004.T","","JP3368000000","4004 JT","825383102","6805469","",,113,,,,,,62,162,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3349","","CS","T",100,,,57143,,,Y,1986,Y,Y,,,,"3349.T","","JP3298400007","3349 JT","9JE00OST0","B036QP1","",,20140,,,,,,15090,23090,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8283","","CS","T",100,,,146536,,,Y,6355,Y,Y,,,,"8283.T","","JP3782200004","8283 JT","697990125","B61BG94","",,2145,,,,,,1646,2646,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9707","","CS","T",100,,,24893,,,Y,859,Y,Y,,,,"9707.T","","JP3230800009","9707 JT","485990402","6484192","",,516,,,,,,419,619,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3096","","CS","T",100,,,1629,,,Y,1083,Y,Y,,,,"3096.T","","JP3172260006","3096 JT","9JE03LE27","B2PRQL2","",,883,,,,,,723,1023,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2659","","CS","T",100,,,30829,,,Y,3198,Y,Y,,,,"2659.T","","JP3324500002","2659 JT","9JE008O02","6280680","",,5250,,,,,,4050,6050,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9171","","CS","T",1000,,,2200,,,Y,127,Y,Y,,,,"9171.T","","JP3270400009","9171 JT","501990634","6497929","",,295,,,,,,210,370,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9193","","CS","T",1000,,,2750,,,Y,100,Y,Y,,,,"9193.T","","JP3573800004","9193 JT","889991634","6894188","",,659,,,,,,561,761,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3197","","CS","T",100,,,1159779,,,Y,19460,Y,Y,,,,"3197.T","","JP3396210001","3197 JT","9JE0K0J29","BQQD167","",,1300,,,,,,974,1574,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8985","","CS","T",1,,,10201,,,Y,33220,Y,Y,,,,"8985.T","","JP3046400002","8985 JT","9JE01NVW0","B1530B1","",,97300,,,,,,81700,111700,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7004","","CS","T",100,,,1391186,,,Y,17021,Y,Y,,,,"7004.T","","JP3789000001","7004 JT","433990124","6429308","",,559,,,,,,501,701,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8750","","CS","T",100,,,6185971,,,Y,28860,Y,Y,,,,"8750.T","","JP3476480003","8750 JT","9JE06TQH1","B601QS4","",,1004.5,,,1004.5,,,1004.5,1604.5,,,,,,"D",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6845","","CS","T",100,,,211821,,,Y,7511,Y,Y,,,,"6845.T","","JP3937200008","6845 JT","984990192","6985543","",,3055,,,,,,2380,3780,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1672","","CS","T",1,,,23,,,Y,10000,Y,Y,,,,"1672.T","","","1672 JT","9JE062P40","B454VT0","",,12830,,,,,,10000,16000,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3141","","CS","T",100,,,68236,,,Y,5240,Y,Y,,,,"3141.T","","JP3274280001","3141 JT","9JE04A124","B3CF1G6","",,6300,,,,,,5010,7010,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3178","","CS","T",100,,,14550,,,Y,1934,Y,Y,,,,"3178.T","","JP3512720008","3178 JT","9JE0D1UW6","B92LTP1","",,3015,,,,,,2426,3430,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3063","","CS","T",100,,,6686,,,Y,819,Y,Y,,,,"3063.T","","JP3386320000","3063 JT","9JE020LE0","B1GD720","",,810,,,,,,637,937,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2445","","CS","T",100,,,50336,,,Y,4530,Y,Y,,,,"2445.T","","JP3161560002","2445 JT","9JE012AU3","B08G979","",,449,,,,,,375,535,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8008","","CS","T",100,,,66129,,,Y,2933,Y,Y,,,,"8008.T","","JP3119950008","8008 JT","891990392","6897552","",,2476,,,,,,2090,3090,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8001","","CS","T",100,,,5246321,,,Y,30211,Y,Y,,,,"8001.T","","JP3143600009","8001 JT","465990810","6467803","",,1306.5,,,1340,,,1036.5,1636.5,,,,,,"U",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2760","","CS","T",100,,,7386,,,Y,1044,Y,Y,,,,"2760.T","","JP3571600000","2760 JT","9JE009NN1","6588403","",,1545,,,,,,1124,1924,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6747","","CS","T",1000,,,31857,,,Y,415,Y,Y,,,,"6747.T","","JP3284400003","6747 JT","500990338","6496090","",,322,,,,,,227,387,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3278","","CS","T",1,,,1121,,,Y,3490,Y,Y,,,,"3278.T","","JP3047480003","3278 JT","9JE09Y481","B76BZX3","",,295100,,,,,,248200,348500,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5946","","CS","T",100,,,10371,,,Y,3598,Y,Y,,,,"5946.T","","JP3527800001","5946 JT","170990113","6192774","",,2578,,,,,,2070,3070,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6951","","CS","T",1000,,,485929,,,Y,977,Y,Y,,,,"6951.T","","JP3735000006","6951 JT","466990207","6470544","",,540,,,,,,377,537,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9913","","CS","T",100,,,5879,,,Y,912,Y,Y,,,,"9913.T","","JP3686100003","9913 JT","655990653","6646260","",,252,,,,,,167,327,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6994","","CS","T",1000,,,8917,,,Y,330,Y,Y,,,,"6994.T","","JP3352800001","6994 JT","824990329","6805306","",,563,,,,,,432,632,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7990","","CS","T",100,,,15171,,,Y,1200,Y,Y,,,,"7990.T","","JP3503800009","7990 JT","234066108","6251482","",,1482,,,,,,1109,1909,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3762","","CS","T",100,,,160514,,,Y,1238,Y,Y,,,,"3762.T","","JP3545130001","3762 JT","9JE00UD47","B05MTT2","",,2342,,,,,,1667,2667,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7272","","CS","T",100,,,2289043,,,Y,21739,Y,Y,,,,"7272.T","","JP3942800008","7272 JT","984990234","6985264","",,1840,,,,,,1426,2226,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8931","","CS","T",100,,,2750,,,Y,1000,Y,Y,,,,"8931.T","","JP3993920002","8931 JT","9JE00MBW5","B02L077","",,666,,,,,,565,765,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4748","","CS","T",100,,,340086,,,Y,610,Y,Y,,,,"4748.T","","JP3288950003","4748 JT","5009902N5","6222983","",,2911,,,,,,2200,3200,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3297","","CS","T",100,,,9000,,,Y,135,Y,Y,,,,"3297.T","","JP3597200009","3297 JT","9JE06DW22","BLTNDX0","",,1650,,,,,,1555,2355,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2041","","CS","T",1,,,8468,,,Y,5000,Y,Y,,,,"2041.T","","JP5528290009","2041 JT","9JE0F5DK0","BFMXWB6","",,7700,,,,,,6260,9260,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4028","","CS","T",1000,,,1433500,,,Y,4038,Y,Y,,,,"4028.T","","JP3136800004","4028 JT","464990100","6466866","",,73,,,,,,44,104,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9543","","CS","T",100,,,127171,,,Y,7619,Y,Y,,,,"9543.T","","JP3351150002","9543 JT","9JE0096X8","6419956","",,732,,,,,,591,891,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5410","","CS","T",1000,,,1871929,,,Y,1714,Y,Y,,,,"5410.T","","JP3307800007","5410 JT","380990135","6374345","",,171,,,,,,139,239,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6461","","CS","T",100,,,17700,,,Y,837,Y,Y,,,,"6461.T","","JP3747400004","6461 JT","655990364","6641500","",,1551,,,,,,1189,1989,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1383","","CS","T",100,,,1550,,,Y,127,Y,Y,,,,"1383.T","","JP3835730007","1383 JT","9JE068RG8","B3YCR78","",,925,,,,,,750,1050,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1967","","CS","T",100,,,54829,,,Y,2692,Y,Y,,,,"1967.T","","JP3940800000","1967 JT","984990416","6985468","",,525,,,,,,402,562,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3154","","CS","T",100,,,5907,,,Y,324,Y,Y,,,,"3154.T","","JP3254190006","3154 JT","9JE05VKS9","B59N2Y2","",,2712,,,,,,2030,3030,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7413","","CS","T",1000,,,13400,,,Y,70,Y,Y,,,,"7413.T","","JP3431600000","7413 JT","9JE008J16","6798815","",,178,,,,,,139,239,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3551","","CS","T",1000,,,146286,,,Y,425,Y,Y,,,,"3551.T","","JP3493000008","3551 JT","267990117","6290786","",,168,,,,,,105,205,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
